player_matchName,player_playerId,contestantId,team_name,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date,totalLongBalls,accurateCrossNocorner,totalCross,possLostAll,goals,attemptsConcededIbox,goalAssist
W. Nyborg,7o8foxwpdrhbqylrbvzhhzh1w,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,NaN,NaN,NaN,
C. Boyum,93aftijgywz8ipt0e9i3ia1w4,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,NaN,NaN,NaN,
B. Bytyqi,a5ah5r5vl0pjgt655lc5qqvop,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,3,NaN,Substitute,NaN,Midfielder,12,2,1,NaN,2,NaN,1,10,15,2,33,6,2,NaN,13,7,10,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,6,NaN,8,
S. Eg Pedersen,bzwk6jaak6q2ak9u6o75v6ihg,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,NaN,NaN,NaN,
M. Hansen,945m1ao4o1wvojbkckvdtjre2,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,NaN,NaN,NaN,
V. Kwasniak,9fwkh5u6rr16g3us2x02frtp0,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,NaN,NaN,NaN,
M. Söfeldt,1d4tmv3ei6vm7ugma79hn2yhg,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,NaN,NaN,NaN,
B. Zjajo,amfro1vgaqpdg569xjk2h28ve,eq2jaitwsokibzx3wy7kb5gqp,Middelfart,1,1,Substitute,NaN,Midfielder,8,NaN,NaN,1,4,NaN,NaN,5,10,5,26,4,3,3,6,5,6,NaN,NaN,NaN,3,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,1,,,541,Horsens vs Middelfart,bzy8jlah4ljmffw2v1t6yn5lg,2025-08-09,NaN,NaN,NaN,3,NaN,7,
J. Ægidius,52vwj2s29n7wngablotd7pboq,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Goalkeeper,Centre,NaN,21,NaN,2,1,22,2,NaN,3,28,25,90,17,3,11,7,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,14,NaN,NaN,7,NaN,7,NaN
G. Mortensen,bvw5oc4c040ey5dt5wn0choiy,anga7587r1zv4ey71ge9zxol3,Lyngby,3,1,Defender,Left,NaN,38,2,7,12,10,1,1,32,48,10,90,10,9,1,49,24,31,2,1,2,NaN,NaN,11,NaN,1,5,NaN,NaN,NaN,4,1,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,3,4,11,21,NaN,7,NaN
M. Ivančević,eq15hjcxpdrl5vca2q7s4tr3e,anga7587r1zv4ey71ge9zxol3,Lyngby,6,5,Defender,Left/Centre,NaN,77,NaN,10,NaN,48,3,NaN,38,92,52,90,47,18,3,49,12,21,NaN,7,NaN,NaN,1,NaN,1,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,14,NaN,NaN,15,NaN,7,NaN
T. Storm,4bstdc3zla1sn85ev3bcmw1lg,anga7587r1zv4ey71ge9zxol3,Lyngby,4,4,Defender,Centre/Right,NaN,79,1,6,2,59,2,1,23,90,62,90,31,12,2,31,9,14,NaN,3,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,5,NaN,NaN,12,NaN,7,NaN
O. Buur,8822s8ns7oyvjqade4oaxzg0l,anga7587r1zv4ey71ge9zxol3,Lyngby,2,1,Defender,Right,NaN,34,NaN,6,3,15,1,NaN,21,43,18,90,11,3,11,28,13,18,NaN,1,NaN,8,1,2,1,1,5,1,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,4,1,2,12,NaN,7,NaN
L. Sandgrav,6d0lxiep13vdv32bdb0xwyrys,anga7587r1zv4ey71ge9zxol3,Lyngby,4,NaN,Midfielder,Left,NaN,47,NaN,3,11,7,1,NaN,41,55,8,90,20,9,3,49,35,42,1,NaN,1,1,NaN,1,NaN,2,5,2,NaN,1,NaN,NaN,NaN,3,3,1,1,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,4,NaN,1,14,NaN,7,NaN
M. Hebo,b13l1wrb747y9cdc8wqltan6d,anga7587r1zv4ey71ge9zxol3,Lyngby,2,NaN,Midfielder,Left/Centre,NaN,31,NaN,2,1,12,2,NaN,20,37,13,61,16,10,5,25,10,15,NaN,NaN,NaN,2,1,NaN,1,2,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,7,NaN,NaN,9,NaN,5,NaN
P. Langhoff,79b0b6eqck5vn4b3fawxsaok,anga7587r1zv4ey71ge9zxol3,Lyngby,9,4,Midfielder,Centre/Right,NaN,44,3,8,4,21,1,2,27,56,22,90,15,9,6,40,18,27,1,2,1,3,NaN,2,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,2,2,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,1,NaN,2,22,NaN,7,NaN
G. Fraulo,6zhj070huc77sl5o5bx6ey5g4,anga7587r1zv4ey71ge9zxol3,Lyngby,2,NaN,Midfielder,Right,NaN,27,1,2,16,5,NaN,1,28,34,5,84,11,3,3,42,18,22,NaN,NaN,1,2,NaN,7,NaN,1,4,1,NaN,1,3,1,NaN,1,1,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,3,3,11,16,NaN,7,1
Í. Þorvaldsson,5k2hgogp2g5ivgdnq99ejp27e,anga7587r1zv4ey71ge9zxol3,Lyngby,6,NaN,Striker,Left/Centre,NaN,8,2,5,2,3,NaN,2,7,11,3,71,4,1,2,10,6,9,2,2,2,2,NaN,NaN,NaN,3,5,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,1,NaN,NaN,9,1,5,NaN
M. Warming,diwrq7ulrey4juxk4dafct0q1,anga7587r1zv4ey71ge9zxol3,Lyngby,4,2,Striker,Centre/Right,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,4,5,1,45,2,1,NaN,4,3,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,3,NaN,4,NaN
N. Baden,cty7nsrs5yn785m330c2gbwq2,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Attacker,3,NaN,2,2,2,1,NaN,2,5,3,7,1,NaN,2,3,NaN,1,NaN,NaN,1,1,NaN,1,NaN,1,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,1,1,2,NaN,NaN,NaN
J. Cornelius,8gdfn7j6xac9p4jh94hk40jdg,anga7587r1zv4ey71ge9zxol3,Lyngby,2,2,Substitute,NaN,Attacker,1,NaN,NaN,1,1,NaN,NaN,2,3,1,20,NaN,NaN,NaN,4,1,3,1,NaN,1,NaN,NaN,1,NaN,1,3,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,1,1,2,NaN,2,NaN
C. Winther,d854rlweyk5wq6d2veyviukq2,anga7587r1zv4ey71ge9zxol3,Lyngby,1,1,Substitute,NaN,Midfielder,18,1,1,2,12,NaN,1,9,20,12,30,3,2,1,12,7,8,NaN,NaN,NaN,1,NaN,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,2,NaN,1,3,NaN,2,NaN
F. Gytkjær,deyq3zqd0vwc821ngqldxqor9,anga7587r1zv4ey71ge9zxol3,Lyngby,1,1,Substitute,NaN,Attacker,3,NaN,2,NaN,NaN,NaN,NaN,3,4,NaN,45,2,NaN,NaN,4,3,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,2,NaN,3,NaN
J. Meyer,839pm7rmjp6q1bt52f7ek9vys,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Opoku,58o5ram4bf58357786j9jr7kk,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W. Steindorsson,9kxm9u9x44fkygeh5xpag7pqs,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B. Rolland,2wwpfsducpmryacr17y8k70iy,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O. Snorre,cyuoj9pesenese4i3pklv7d2h,anga7587r1zv4ey71ge9zxol3,Lyngby,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Ravn,4qz1pnlx3d0m5wkhpocl0euj8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Goalkeeper,Centre,NaN,14,NaN,1,1,14,4,NaN,6,16,14,90,23,10,13,19,3,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,20,NaN,NaN,13,NaN,12,NaN
N. Clausen,6dzg820946z4848whaa6ny2nd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,1,Defender,Left,NaN,31,1,2,8,27,3,NaN,8,40,30,90,22,7,4,20,2,7,NaN,NaN,1,1,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,8,NaN,6,21,NaN,12,NaN
D. Stenderup,a30gduuv9d1s4pkthgu2jhyol,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,1,Defender,Left/Centre,NaN,27,NaN,4,1,30,NaN,NaN,4,32,31,90,11,5,NaN,8,2,6,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,6,NaN,NaN,6,NaN,12,NaN
M. Kiilerich,630daj1ef34rczbhng0eoncvd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,1,Defender,Centre/Right,NaN,10,NaN,3,NaN,7,NaN,NaN,3,16,10,90,10,4,2,6,2,4,NaN,1,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,2,NaN,NaN,6,NaN,12,NaN
M. Fredslund,45dqseup0cmujyl4nprr29y0a,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,NaN,Defender,Right,NaN,12,1,4,6,8,1,NaN,8,16,10,71,6,5,1,16,6,7,1,2,3,NaN,NaN,6,NaN,NaN,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,2,1,8,14,NaN,8,NaN
O. Kjærgaard,cl4xl80n4gew1ox03r3ooshrd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,6,2,Midfielder,Left,NaN,17,NaN,5,1,7,NaN,NaN,10,30,15,90,14,5,2,16,8,11,NaN,4,1,2,NaN,1,NaN,1,2,1,1,NaN,NaN,1,1,1,NaN,1,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,4,NaN,1,20,NaN,12,1
F. Krogstad,dm6xpphbyyooqriwaambi7njd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,6,NaN,Midfielder,Left/Centre,NaN,25,1,6,2,16,NaN,1,9,30,19,90,12,4,1,12,6,6,1,2,1,1,2,1,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,4,NaN,1,8,NaN,12,NaN
M. Knudsen,1basznqpux0hkrrd06eaxodsl,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,NaN,Midfielder,Centre/Right,NaN,16,NaN,2,1,10,3,NaN,6,23,13,85,8,5,4,10,4,8,1,1,1,1,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,4,NaN,NaN,7,NaN,10,NaN
J. Adjei-Broni,1cumsropo1r0msfzxxteml1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,2,Midfielder,Right,NaN,10,1,4,NaN,4,1,NaN,6,12,5,60,2,NaN,3,8,4,5,1,NaN,1,2,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,1,7,NaN,8,NaN
A. Smed,dncrhma6gwcn6pxiu7hfc6qz8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,5,2,Striker,Left/Centre,NaN,12,NaN,2,4,6,NaN,NaN,6,21,7,85,11,2,2,17,3,8,NaN,1,NaN,2,1,3,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,1,NaN,3,16,NaN,10,NaN
M. Egho,4m9sp9mxlsjk6fv7v218yqfv9,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,6,5,Striker,Centre/Right,NaN,9,NaN,7,NaN,5,NaN,NaN,6,18,6,60,6,2,5,14,4,10,NaN,4,NaN,3,1,NaN,1,1,4,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,1,NaN,NaN,9,1,8,NaN
E. Aby,907vtkod58b7986k7u1619gr8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,1,Substitute,NaN,Attacker,2,NaN,NaN,NaN,1,1,NaN,1,2,1,6,1,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,2,NaN
Z. Aliji,aajgld24isoem1ycoysyxxp1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Brylov,8r9iqig43yjty7l1oq6yg73mc,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Coşkun,db671oj1jx2uknf12t8b3s7x0,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Iljazovski,bfvdr7ckiersz26ya2kq9f1g4,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,NaN,Substitute,NaN,Defender,1,NaN,NaN,2,NaN,NaN,NaN,1,2,NaN,6,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,2,NaN,2,NaN
N. Jungvig,3pk6hii2s8tbv2zux8mvbapec,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,NaN,Substitute,NaN,Defender,4,2,2,NaN,2,3,1,2,6,3,31,5,1,4,4,1,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,2,NaN,1,7,NaN,4,NaN
F. Høgh,9tt9eo9bsff7dp7aqjal1obo4,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,5,2,Substitute,NaN,Attacker,6,2,3,NaN,1,NaN,NaN,5,8,1,31,2,2,NaN,7,3,5,1,3,1,NaN,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,2,2,1,1,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,4,1,4,NaN
J. Singh,2cup1vjw8n43kbzzxfflnmplg,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Spelmann,615e0bjcd0tyge047sy43y5sl,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,NaN,Substitute,NaN,Midfielder,2,NaN,1,NaN,1,NaN,NaN,1,3,1,20,1,1,NaN,2,1,2,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442,Lyngby vs Hvidovre,c0bgpfbkd5bpzgieuu8mew4r8,2025-08-10,NaN,NaN,NaN,4,NaN,4,NaN
B. Bayrak,dqqswfn9s1tdxjoslts8ks6xg,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,1,NaN,Goalkeeper,Centre,NaN,24,NaN,NaN,NaN,24,NaN,NaN,2,28,25,90,15,8,10,12,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,14,NaN,NaN,11,NaN,13,NaN
L. Bust,6gmm4awyvlf9p7jr9dvnmp0tm,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,4,4,Defender,Left/Centre,NaN,51,NaN,4,2,31,4,NaN,20,64,31,60,28,13,6,33,8,17,1,4,1,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,14,NaN,NaN,13,NaN,8,NaN
M. Westergren,7al9w77ailhli8g487tkl32tw,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,4,2,Defender,Centre,NaN,55,NaN,9,3,34,3,NaN,21,66,39,90,23,11,4,27,9,12,NaN,7,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,12,NaN,NaN,14,NaN,13,NaN
