player_matchName,player_playerId,contestantId,team_name,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date,totalLongBalls,accurateCrossNocorner,totalCross,possLostAll,goals,attemptsConcededIbox,goalAssist
S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,8,3,Defender,Centre/Right,NaN,57,2,4,4,35,4,1,23,69,37,90,24,15,7,33,13,21,NaN,NaN,NaN,2,NaN,1,NaN,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,12,1,1,17,NaN,13,NaN
N. Jakobsen,4ti8pdx03j8dh4mdb626ltmvo,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,6,2,Midfielder,Left,NaN,21,2,3,11,8,4,NaN,15,26,9,90,8,2,7,30,6,8,NaN,NaN,NaN,3,2,7,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,5,NaN,11,23,NaN,13,NaN
M. Jensen,619s1phj5bkgkug3aszc1y9cl,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,3,1,Midfielder,Left/Centre,NaN,27,NaN,3,4,14,1,NaN,16,31,14,82,8,4,3,22,10,14,2,NaN,2,1,1,3,1,1,1,1,NaN,1,1,NaN,NaN,NaN,NaN,1,1,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,1,3,8,NaN,10,NaN
G. Larsen,3mgrufy83uhzs9liw8pwxi784,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,3,1,Midfielder,Centre/Right,NaN,32,2,6,1,23,1,2,13,35,23,76,5,4,4,16,5,8,NaN,1,NaN,3,1,NaN,1,2,3,2,NaN,NaN,NaN,NaN,NaN,4,4,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,3,NaN,NaN,5,NaN,9,NaN
M. Schütt,k43cten7yb6p59yo0firhb84,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,5,4,Midfielder,Right,NaN,28,2,4,7,13,1,1,17,33,14,76,7,2,3,25,10,14,NaN,2,NaN,2,2,6,2,NaN,3,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,3,2,6,13,NaN,9,NaN
C. Tue Jensen,74m58jsznzu8l89b8h7rkh1bd,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2,NaN,Striker,Left/Centre,NaN,13,NaN,1,3,2,NaN,NaN,12,14,2,90,2,2,1,14,7,8,NaN,NaN,NaN,NaN,NaN,2,NaN,1,2,1,NaN,1,1,NaN,NaN,NaN,NaN,1,1,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,1,2,3,NaN,13,NaN
I. Dorgu,bmvcofmie6om4muxij4kdkro4,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,6,2,Striker,Centre,NaN,6,3,4,NaN,2,1,1,5,6,2,70,2,NaN,5,5,3,3,1,NaN,1,2,NaN,NaN,NaN,2,4,2,NaN,2,NaN,NaN,NaN,1,1,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,8,NaN,8,NaN
G. Çulhacı,1icurh5jrnw1e6jdgqxjnhdnu,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,5,1,Striker,Centre/Right,NaN,23,3,2,8,5,1,NaN,18,27,5,70,7,3,3,25,16,20,3,1,3,1,NaN,3,NaN,1,5,NaN,NaN,1,NaN,1,NaN,2,2,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,2,NaN,3,13,NaN,8,NaN
Mohamad Al Naser,abhfq12njxxutqjtb9zvcusyc,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,1,1,Substitute,NaN,Attacker,3,NaN,NaN,1,1,1,NaN,3,5,2,21,2,1,1,4,1,2,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,1,1,2,NaN,5,NaN
B. Alkhoudari,6orujbbswf771s9rv0dcd8kd0,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,4,1,Substitute,NaN,Attacker,3,3,3,NaN,2,NaN,2,1,3,2,15,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,3,NaN,4,NaN
A. Gøthler,d2ukggo2v5jsw4pctznmaijo4,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,3,2,Substitute,NaN,Attacker,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,21,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,1,NaN,5,NaN
V. Sørensen,egxik3guom123v43rthy89c7o,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,1,NaN,Substitute,NaN,Midfielder,16,NaN,2,1,11,NaN,NaN,5,20,12,31,7,3,1,8,1,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,5,NaN,NaN,4,NaN,5,NaN
M. Salah,5jv4a1295xd5oonpj9w9fy61g,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2,NaN,Substitute,NaN,Attacker,3,1,NaN,1,2,1,NaN,2,4,3,15,1,1,1,2,1,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,1,1,1,6,NaN,4,NaN
L. Achton,czudq621hgfprwetp10ckv9jo,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L. Schmidt,etv86c76faputyvch964nju38,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D. Talyspayev,2lc9bt5639t572il73e9y044,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E. Villumsen,18g25rcpd99fe1gvr48uoqmtw,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
V. Müller,a2l4ep71txn2edtjjcgewai5m,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Goalkeeper,Centre,NaN,16,NaN,2,NaN,22,NaN,NaN,2,27,24,90,20,6,6,14,1,6,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,18,NaN,NaN,14,NaN,7,NaN
M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,36g6ifzjliec1jqnbtf7yesme,AaB,4,2,Defender,Left,NaN,38,1,7,16,12,NaN,1,33,43,16,90,22,8,4,44,21,22,2,3,5,4,2,9,2,NaN,1,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,5,3,13,18,NaN,7,1
B. Pudel,8vi3l756ez0e96k7muvg4ekbu,36g6ifzjliec1jqnbtf7yesme,AaB,6,1,Defender,Left/Centre,NaN,55,NaN,3,NaN,42,3,NaN,18,64,46,90,27,6,4,23,6,7,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,9,NaN,NaN,9,NaN,7,NaN
E. Makolli,697f50qoetodmfe8ybcuey2ac,36g6ifzjliec1jqnbtf7yesme,AaB,2,NaN,Defender,Centre/Right,NaN,68,1,4,1,38,4,NaN,33,72,39,90,25,8,5,37,7,11,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,3,NaN,NaN,7,NaN,7,NaN
F. Børsting,egwhlgopjtjkop7ozy7ltk1cl,36g6ifzjliec1jqnbtf7yesme,AaB,3,NaN,Defender,Right,NaN,39,1,4,5,15,2,NaN,26,51,21,90,23,4,3,33,15,18,1,2,1,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,6,1,2,19,NaN,7,NaN
A. Jasson,8bi1tlz62rjwyak4pnnzgp562,36g6ifzjliec1jqnbtf7yesme,AaB,4,NaN,Midfielder,Left/Centre,NaN,37,3,6,1,16,2,NaN,22,39,16,75,8,3,5,24,14,16,NaN,NaN,NaN,3,1,NaN,1,1,4,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,8,NaN,5,NaN
M. Bomholt,ejixz16616b7krftxyzv9yiac,36g6ifzjliec1jqnbtf7yesme,AaB,5,NaN,Midfielder,Centre,NaN,56,1,6,1,21,4,NaN,39,64,24,90,22,6,7,44,20,22,3,1,3,2,2,1,2,1,2,NaN,NaN,1,1,NaN,NaN,2,2,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,5,1,1,15,NaN,7,NaN
A. Håpnes,5y2mfgruizah0ylcz7q1abw9g,36g6ifzjliec1jqnbtf7yesme,AaB,2,1,Midfielder,Centre/Right,NaN,27,1,8,1,6,NaN,1,21,34,8,90,11,5,1,26,13,16,NaN,3,NaN,1,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,8,NaN,7,NaN
V. Møller,5521epytthhw9afm2r3jn3384,36g6ifzjliec1jqnbtf7yesme,AaB,3,NaN,Attacking Midfielder,Left/Centre,NaN,17,1,5,1,3,NaN,1,15,18,4,57,4,NaN,2,16,9,9,NaN,1,NaN,1,NaN,1,NaN,2,3,2,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,1,7,NaN,4,NaN
A. Maarup,cf6zq49y8v1ekw07e7yi3uac,36g6ifzjliec1jqnbtf7yesme,AaB,4,1,Attacking Midfielder,Centre/Right,NaN,11,1,3,2,1,2,NaN,10,17,2,75,8,NaN,3,17,6,9,1,2,1,1,NaN,2,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,1,NaN,2,11,NaN,5,NaN
K. John,5vrsflxiv2dgfa8199a2qxsve,36g6ifzjliec1jqnbtf7yesme,AaB,12,10,Striker,Centre,NaN,20,2,4,1,3,1,1,17,28,8,90,3,NaN,3,20,14,17,2,3,2,2,1,NaN,1,5,15,7,NaN,NaN,NaN,1,NaN,2,2,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,15,2,7,NaN
M. Bonde,e7wytawxwiszq1aass5ujio7o,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Midfielder,16,NaN,2,NaN,5,NaN,NaN,11,20,5,16,6,2,NaN,15,8,12,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,4,NaN,2,NaN
A. Diagne,ezi8426ran0bffeyfvloc2ihg,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B. Pedersen,3tka46re2gsi9uw7pbxx5m0pg,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
N. Helenius,rv6r0bwbl75er38wklyfpsr9,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Attacker,1,1,4,1,NaN,NaN,1,2,5,NaN,16,NaN,NaN,NaN,6,2,6,NaN,2,NaN,NaN,NaN,NaN,NaN,1,6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,5,NaN,2,NaN
M. Kallesøe,a6ymx4wkrn260rtpb360nsiqd,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Defender,30,NaN,NaN,4,7,NaN,NaN,23,32,7,34,7,2,NaN,28,9,10,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,2,NaN,3,5,NaN,3,1
C. Olsson,5uo9saax5iqsctxq7w3si8w0k,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B. Skovgaard,cimgdip8em45rbnjq5fwlrx90,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C. Tcacenco,2s4umgp3yqnb2hubfoaxhwr2s,36g6ifzjliec1jqnbtf7yesme,AaB,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4321,HB Køge vs AaB,c0oowstsjlw429lgzrkqhbu38,2025-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Ravn,4qz1pnlx3d0m5wkhpocl0euj8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Goalkeeper,Centre,NaN,17,NaN,1,1,23,3,NaN,1,18,23,90,18,1,10,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,4,NaN,NaN,1,NaN,6,NaN
N. Clausen,6dzg820946z4848whaa6ny2nd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,1,Defender,Left,NaN,68,1,4,13,29,1,NaN,47,78,31,90,30,18,2,64,25,31,2,1,3,1,NaN,6,NaN,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,12,1,12,24,NaN,6,1
D. Stenderup,a30gduuv9d1s4pkthgu2jhyol,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,3,Defender,Left/Centre,NaN,75,NaN,3,NaN,44,4,NaN,33,82,46,90,34,10,5,38,6,10,NaN,1,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,13,NaN,NaN,8,NaN,6,NaN
M. Kiilerich,630daj1ef34rczbhng0eoncvd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,2,Defender,Centre/Right,NaN,73,NaN,3,1,41,2,NaN,34,81,43,90,31,19,3,40,14,20,NaN,2,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,9,NaN,NaN,9,NaN,6,NaN
M. Fredslund,45dqseup0cmujyl4nprr29y0a,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,NaN,Defender,Right,NaN,29,2,NaN,4,18,1,NaN,13,32,20,45,9,4,1,17,3,4,NaN,NaN,NaN,NaN,1,5,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,2,2,5,10,NaN,4,NaN
M. Knudsen,1basznqpux0hkrrd06eaxodsl,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,1,NaN,Defensive Midfielder,Left/Centre,NaN,44,NaN,6,NaN,15,1,NaN,31,50,17,81,14,6,6,35,12,14,1,NaN,1,4,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,NaN,NaN,9,NaN,4,NaN
F. Krogstad,dm6xpphbyyooqriwaambi7njd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,2,Defensive Midfielder,Centre/Right,NaN,54,NaN,11,NaN,24,2,NaN,32,59,26,67,21,5,4,35,16,16,NaN,9,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,3,NaN,NaN,9,NaN,4,NaN
O. Kjærgaard,cl4xl80n4gew1ox03r3ooshrd,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,6,1,Attacking Midfielder,Left,NaN,31,5,9,13,8,3,3,26,42,10,90,19,11,4,47,14,21,NaN,2,2,NaN,NaN,9,NaN,1,8,NaN,NaN,1,1,1,NaN,2,1,1,1,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,4,1,14,31,NaN,6,1
Z. Aliji,aajgld24isoem1ycoysyxxp1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,5,1,Attacking Midfielder,Centre,NaN,12,2,4,4,6,NaN,2,8,22,7,45,7,3,2,17,4,12,NaN,1,NaN,1,NaN,1,NaN,1,4,1,NaN,1,1,NaN,NaN,2,2,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,1,1,13,1,4,NaN
A. Smed,dncrhma6gwcn6pxiu7hfc6qz8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2,1,Attacking Midfielder,Right,NaN,20,1,2,4,9,3,1,11,27,10,67,7,2,4,22,10,15,NaN,1,NaN,1,NaN,5,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,1,NaN,5,13,NaN,4,NaN
M. Egho,4m9sp9mxlsjk6fv7v218yqfv9,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,10,5,Striker,Centre,NaN,11,5,11,NaN,4,NaN,3,11,12,5,90,4,2,4,12,4,4,3,6,3,3,NaN,1,NaN,2,7,4,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,NaN,1,8,1,6,NaN
E. Aby,907vtkod58b7986k7u1619gr8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
J. Adjei-Broni,1cumsropo1r0msfzxxteml1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Brylov,8r9iqig43yjty7l1oq6yg73mc,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Coşkun,db671oj1jx2uknf12t8b3s7x0,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,1,NaN,Substitute,NaN,Defender,5,NaN,1,1,1,NaN,NaN,5,8,2,10,3,1,NaN,8,NaN,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,1,2,5,NaN,2,NaN
A. Iljazovski,bfvdr7ckiersz26ya2kq9f1g4,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,3,1,Substitute,NaN,Defender,34,1,8,9,10,1,1,24,40,10,45,12,7,2,36,14,19,NaN,2,NaN,1,NaN,6,NaN,1,5,2,1,NaN,NaN,NaN,1,1,1,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,3,NaN,6,14,NaN,2,NaN
N. Jungvig,3pk6hii2s8tbv2zux8mvbapec,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Hvidovre vs Middelfart,c3943blpqn201yjvvn2ve0bv8,2025-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
